사과__08/NNG	동시/NNG 에/JKB 국내/NNG 각/MM 언론사/NNG 에/JKB 	사과/NNG	성명/NNG 을/JKO 발표/NNG 하/XSV 겠/EP 다는/ETM 약속/NNG 까지/JX 하/VV 았/EP 다/EF ./SF 
배__09/NNG	CT/SL 를/JKO 훨씬/MAG 능가/NNG 하/XSV 는/ETM NMR/SL CT/SL 를/JKO 개발/NNG 하/XSV 았/EP 고/EC ,/SP 86/SN 년/NNB 에/JKB ᆫ/JX 영상/NNG 화질/NNG 을/JKO 기존/NNG 제품/NNG 보다/JKB 50/SN 	배/NNG	개선/NNG 하/XSV ᆫ/ETM '/SS 초/XPN 전도/NNG 자기/NP 공명/NNG 영상/NNG 장치/NNG '/SS 를/JKO 만들/VV 어/EC 내/VX 었/EP 다/EF ./SF 
배__09/NNG	"/SS 오후/NNG 8/SN 시/NNB 30/SN 분/NNB 쯤/XSN 대야동/NNP 투표구/NNG 에서/JKB 민자당/NNP 후보/NNG 를/JKO 2/SN 	배/NNG	이상/NNG 앞서/VV ᆫ다는/ETM 소식/NNG 을/JKO 듣/VV 고/EC 승리/NNG 를/JKO 확신/NNG 하/XSV 았/EP 다는/ETM 제씨/NNP 는/JX "/SS 국민/NNG 들/XSN 과/JKB 피부/NNG 를/JKO 접촉/NNG 하/XSV 며/EC 의견/NNG 
배__09/NNG	밝히/VV ᆫ/ETM 자료/NNG 에/JKB 는/JX 강남/NNP 8/SN 학군/NNG 의/JKG 유명/NNG 학교/NNG 가/JKS 대부분/NNG 포함/NNG 되/XSV 어/EC 있/VX 으며/EC 고교/NNG 가/JKS 중학교/NNG 보다/JKB 찬조금/NNG 을/JKO 2/SN 	배/NNG	이상/NNG 거두/VV ᆫ/ETM 것/NNB 으로/JKB 나타나/VV 았/EP 다/EF ./SF 
배__09/NNG	수혈/NNG 감염/NNG 병원/NNG 책임/NNG "/SS //SP 국립/NNG 보건원/NNG 세미나/NNG 우리나라/NNG 의/JKG AIDS/SL 감염자/NNG 는/JX 당국/NNG 에/JKB 신고/NNG 되/XSV ᆫ/ETM 1/SN 백/NR 85/SN 명/NNB 의/JKG 3/SN 	배/NNG	가깝/VA ᆫ/ETM 5/SN 백/NR 56/SN 명/NNB 으로/JKB 추정/NNG 되/XSV 었/EP 으며/EC ,/SP 수혈/NNG 이나/JC 혈액/NNG 제제/NNG 로/JKB 인하/VV ᆫ/ETM 에이즈/NNG 감염자/NNG 에/JKB 대하/VV 아서/EC 는/JX 
배__09/NNG	동호인/NNG 이/JKS 요즘/NNG 에/JKB ᆫ/JX 4/SN 백만/NR 명/NNB 으로/JKB 급증/NNG 하/XSV 았/EP 고/EC ,/SP 89/SN 년/NNB 1/SN 백/NR 73/SN 군데/NNB 이/VCP 던/ETM 볼링장/NNG 도/JX 2/SN 	배/NNG	가/JKS 훨씬/MAG 넘/VV 는/ETM 4/SN 백/NR 18/SN 군데/NNB 로/JKB 늘/VV 었/EP 다/EF ./SF 
배__09/NNG	예상외/NNG 의/JKG 인기/NNG 로/JKB '/SS 운동/NNG 본부/NNG '/SS 측/NNB 은/JX 내년/NNG 에/JKB 는/JX 경작/NNG 규모/NNG 를/JKO 올해/NNG 의/JKG 4/SN 	배/NNG	이/VCP ᆫ/ETM 1/SN 백만/NR 평/NNB 으로/JKB 늘리/VV ᆫ다는/ETM 계획/NNG 을/JKO 세우/VV 어/EC 놓/VX 고/EC 있/VX 다/EF ./SF 
배__09/NNG	"/SS '/SS 우리/NP 밀/NNG 살리/VV 기/ETN 운동/NNG 본부/NNG '/SS 의/JKG 김지현/NNP 사업부장/NNG (/SS 38/SN )/SS 은/JX "/SS 수입/NNG 밀/NNG 에/JKB 비하/VV 아/EC 3/SN 	배/NNG	정도/NNG 비싸/VA 지만/EC 쌀/NNG 다음/NNG 으로/JKB 많이/MAG 먹/VV 는/ETM 밀/NNG 을/JKO 이제/NNG ᆫ/JX 우리/NP 의/JKG 농촌/NNG 에서/JKB 되살리/VV 어야/EC 하/VX ᆫ다/EC "/SS 고/JKQ 힘주/VV 어/EC 
배__09/NNG	51/SN )/SS 1992/SN //SP 10/SN //SP 05/SN 23/SN 고속도로/NNG 도/JX 쓰레기/NNG 널리/VV 었/EP 다/EC //SP 하루/NNG 평균/NNG 60/SN t/SL …/SE 연휴/NNG 때/NNG ᆫ/JX 최고/NNG 7/SN 	배/NNG	까지/JX 주행/NNG 중/NNB 에/JKB 도/JX 캔/NNG -/SS 우유/NNG 팩/NNG 버리/VV 어/EC …/SE 사고/NNG 유발/NNG 개천절/NNG 연휴/NNG 이틀/NNG 째/XSN 이/VCP ᆫ/ETM 4/SN 일/NNB 오전/NNG ,/SP 중부/NNG 
배__09/NNG	도로/NNG 공사/NNG 는/JX 고속/NNG 도로/NNG 에/JKB 버리/VV 어/EC 지/VX 는/ETM 쓰레기/NNG 는/JX 평일/NNG 평균/NNG 60/SN 여/XSN t/SL 이/VCP 며/EC 일요일/NNG 은/JX 이/NP 의/JKG 2/SN 	배/NNG	연휴/NNG 는/JX 5/SN ～/SO 7/SN 배/NNG 에/JKB 이르/VV 는/ETM 것/NNB 으로/JKB 추산/NNG 하/XSV 고/EC 있/VX 다/EF ./SF 
배__09/NNG	에/JKB 버리/VV 어/EC 지/VX 는/ETM 쓰레기/NNG 는/JX 평일/NNG 평균/NNG 60/SN 여/XSN t/SL 이/VCP 며/EC 일요일/NNG 은/JX 이/NP 의/JKG 2/SN 배/NNG 연휴/NNG 는/JX 5/SN ～/SO 7/SN 	배/NNG	에/JKB 이르/VV 는/ETM 것/NNB 으로/JKB 추산/NNG 하/XSV 고/EC 있/VX 다/EF ./SF 
배__09/NNG	1992/SN //SP 10/SN //SP 15/SN 30/SN 민-형사/NNG 재판/NNG 증거/NNG 조작/NNG 급증/NNG //SP 90/SN 년/NNB 한/MM 해/NNG 3/SN 천/NR 건/NNB 80/SN 년/NNB 비/NNG 2/SN 	배/NNG	육박/NNG …/SE 최근/NNG 더/MAG 기승/NNG 사회/NNG 기강/NNG 이/JKS 갈수록/MAG 헤이/NNG 하/XSA 아/EC 지/VX 고/EC 있/VX 는/ETM 가운데/NNG 민-형사/NNG 재판/NNG 을/JKO 막론/XR 하/XSV 고/EC 증인/NNG 을/JKO 
배__09/NNG	'/SS 서림광천수/NNG '/SS 에/JKB 대하/VV ᆫ/ETM 작년/NNG 11/SN 월말/NNG 수질/NNG 검사/NNG 결과/NNG 비소/NNG 가/JKS 음용수/NNG 수질/NNG 기준/NNG (/SS 0/SN ./SP 05/SN PPm/SL )/SS 을/JKO 2/SN 	배/NNG	이상/NNG 초과/NNG 하/XSV ᆫ/ETM 0/SN ./SP 12/SN PPm/SL 이/JKS 검출/NNG 되/XSV ᆫ/ETM 것/NNB 으로/JKB 밝히/VV 어/EC 지/VX 었/EP 다/EF ./SF 
배__09/NNG	지난해/NNG 까지/JX 의/JKG 미/XPN 귀국자/NNG 2/SN 백/NR 94/SN 명/NNB 중/NNB 이의/NNG 제기/NNG 로/JKB 법원/NNG 에/JKB 이송/NNG 하/XSV ᆫ/ETM 65/SN 명/NNB 을/JKO 제외/NNG 하/XSV ᆫ/ETM 2/SN 	배/NNG	29/SN 명/NNB 의/JKG 보증인/NNG 들/XSN 에게/JKB 2/SN 천/NR 만/NR 원/NNB 의/JKG 과태료/NNG 가/JKS 부과/NNG 되/XSV 었/EP 으나/EC 이/MM 가운데/NNG 1/SN 백/NR 96/SN 명/NNB 만/JX 과태료/NNG 
배__09/NNG	수서/NNP 는/JX 규모/NNG 면/NNG 에서/JKB 문정동/NNP 5/SN 백/NR 45/SN 가구/NNG (/SS 8/SN 개/NNB 조합/NNG )/SS 의/JKG 6/SN 	배/NNG	에/JKB 가깝/VA ᆫ/ETM 3/SN 천/NR 1/SN 백/NR 여/XSN 가구/NNG (/SS 26/SN 개/NNB 조합/NNG )/SS 에/JKB 달하/VV 았었/EP 다/EF ./SF 
배__02/NNG	을/JKO 수사/NNG 중/NNB 이/VCP ᆫ/ETM 육군/NNG 본부/NNG 특별/NNG 조사단/NNG (/SS 단장/NNG 법무감/NNG 이상도/NNP 준장/NNG )/SS 은/JX 이/MM 날/NNG 중간/NNG 수사/NNG 발표/NNG 를/JKO 통하/VV 아/EC "/SS 	배/NNG	사령관/NNG 은/JX 하급자/NNG 들/XSN 로부터/JKB 직접/MAG 뇌물/NNG 을/JKO 받/VV 지/EC 않/VX 은/ETM 것/NNB 으로/JKB 밝히/VV 어/EC 지/VX 었/EP 으나/EC 지휘/NNG 책임/NNG 을/JKO 묻/VV 어/EC 보직/NNG 
배__09/NNG	,/SP 한남대교/NNP ～/SO 양재동/NNP 간/NNB 8/SN 차선/NNG 강남대로/NNP 와/JC 테헤란로/NNP 등/NNB 강남/NNP 의/JKG 주요/NNG 도로/NNG 도/JX 오후/NNG 5/SN 시/NNB 30/SN 분/NNB 부터/JX 평소/NNG 의/JKG 2/SN 	배/NNG	정도/NNG 몰리/VV ᆫ/ETM 차량/NNG 들/XSN 이/JKS 교차로/NNG 마다/JX 1/SN 백/NR ～/SO 2/SN 백/NR m/SL 씩/XSN 꼬리/NNG 를/JKO 잇/VV 었/EP 다/EF ./SF 
배__01/NNG	'/SS 	배/NNG	가/JKS 고프/VA ᆫ/ETM 아이/NNG 에게/JKB 는/JX 강냉이/NNG 가루/NNG 가/JKS 나오/VV 았/EP 을/ETM 때/NNG 그것/NP 으로/JKB 크/VA ᆫ/ETM 솥/NNG 에다/JKB 죽/NNG 을/JKO 끓이/VV 었/EP 다/EF ./SF 
배__09/NNG	"/SS 감동/NNG 은/JX 나누/VV 면/EC 	배/NNG	가/JKC 되/VV ᆫ다던가/EF ./SF 
배__09/NNG	이/MM 책/NNG 선물/NNG 이/JKS 	배/NNG	가/JKC 되/VV 어/EC 나/NP 에게/JKB 돌아오/VV 았/EP 다/EF ./SF 
배__01/NNG	임산부/NNG 의/JKG 	배/NNG	처럼/JKB ./SF 
배__09/NNG	하지만/MAJ 영화/NNG 속/NNG 에서/JKB 는/JX 작품/NNG 의/JKG 무대/NNG 가/JKC 되/VV 는/ETM 영국/NNP 을/JKO 의미/NNG 하/XSV 는/ETM 한편/NNG 코카인/NNG 보다/JKB 효과/NNG 가/JKS 51/SN 	배/NNG	나/JX 강/XR 하/XSA 다는/ETM 맥클로이/NNP 의/JKG 마약/NNG '/SS POS/SL -/SS 51/SN '/SS 과/JKB 연결/NNG 되/XSV ᆫ다/EF ./SF 
배__02/NNG	드문드문/MAG 뜨/VV 어/EC 있/VX 는/ETM 	배/NNG	뒤/NNG 로/JKB 바다/NNG 와/JC 하늘/NNG 을/JKO 가르/VV 는/ETM 남당항/NNP 의/JKG 낙조/NNG (/SS 落照/SH )/SS 는/JX 일품/NNG 이/VCP 었/EP 지만/EC ,/SP 남당항/NNP 에서/JKB 남당/NNP 한원진/NNP 을/JKO 
배__09/NNG	새벽/NNG 예불/NNG 과/JC 108/SN 	배/NNG	,/SP 좌선/NNG ,/SP 아침/NNG 공양/NNG ,/SP 운력/NNG ,/SP 설법/NNG 경청/NNG ,/SP 점심/NNG 공양/NNG ,/SP 행선/NNG (/SS 行善/SH )/SS ,/SP 저녁/NNG 공양/NNG 등/NNB 이/JKS 이어지/VV ᆫ다/EF 
배__09/NNG	월/NNB 상품권법/NNG 이/JKS 폐지/NNG 되/XSV ᆫ/ETM 뒤/NNG 문화/NNG 상품권/NNG 의/JKG 사용/NNG 범위/NNG 를/JKO 확대/NNG 하/XSV 자/EC 판매량/NNG 이/JKS 월/NNG 63/SN 만/NR 여/XSN 장/NNB 으로/JKB 4/SN 	배/NNG	가까이/MAG 늘어나/VV 았/EP 다는/ETM 것/NNB ./SF 
배__09/NNG	올해/NNG 는/JX 수험/NNG 생/XSN 이/JKS 지난해/NNG 에/JKB 비하/VV 아/EC 1/SN ./SP 5/SN 	배/NNG	정도/NNG 늘어나/VV 아/EC 경쟁/NNG 률/XSN 이/JKS 다소/MAG 높/VA 아/EC 지/VX ᆯ/ETM 것/NNB 으로/JKB 예상/NNG 되/XSV ᆫ다/EF ./SF 
배__09/NNG	'/SS 2009/SN 로스트/NNG 메모리즈/NNG '/SS 의/JKG 경우/NNG 도/JX 2/SN 	배/NNG	가까이/MAG 늘어나/VV 았/EP 고/EC ,/SP '/SS 성냥팔이/NNG 소녀/NNG 의/JKG 재림/NNG '/SS 은/JX 애초/NNG 기획/NNG 에/JKB 비하/VV 아/EC 3/SN 배/NNG 이상/NNG 늘어나/VV 았/EP 다/EF ./SF 
배__09/NNG	메모리즈/NNG '/SS 의/JKG 경우/NNG 도/JX 2/SN 배/NNG 가까이/MAG 늘어나/VV 았/EP 고/EC ,/SP '/SS 성냥팔이/NNG 소녀/NNG 의/JKG 재림/NNG '/SS 은/JX 애초/NNG 기획/NNG 에/JKB 비하/VV 아/EC 3/SN 	배/NNG	이상/NNG 늘어나/VV 았/EP 다/EF ./SF 
배__02/NNG	재/XPN 촬영/NNG 을/JKO 통하/VV ᆫ/ETM 추가/NNG 제작비/NNG 부담/NNG 을/JKO 원천/NNG 적/XSN 으로/JKB 봉쇄/NNG 하/XSV 기/ETN 위하/VV 아/EC 수천만/NR 달러/NNB 를/JKO 들이/VV ᆫ/ETM 초/XPN 대/NNG 형/XSN 	배/NNG	세트/NNG 를/JKO 후반/NNG 작업/NNG 중/NNB 폭파/NNG 시키/XSV 었/EP 다/EF ./SF 
배__09/NNG	출시/NNG 되/XSV 어/EC 비슷/XR 하/XSA ᆫ/ETM 시기/NNG 에/JKB 나오/VV ᆫ/ETM 흥행/NNG 대작/NNG 이/VCP ᆫ/ETM '/SS 공동/NNG 경비/NNG 구역/NNG JSA/SL '/SS DVD/SL 의/JKG 판매/NNG 를/JKO 2/SN 	배/NNG	가량__x06/NNG 웃돌/VV 았/EP 다/EF ./SF 
배__09/NNG	후원사/NNG 자격/NNG 을/JKO 얻/VV 기/ETN 위하/VV 아/EC 1000/SN 억/NR 원/NNB 가깝/VA ᆫ/ETM 투자/NNG 를/JKO 하/VV 았/EP 지만/EC 브랜드/NNG 이미지/NNG 를/JKO 높이/VV 어/EC 투자금/NNG 의/JKG 10/SN 	배/NNG	이상/NNG 의/JKG 효과/NNG 를/JKO 거두/VV ᆯ/ETM 것/NNB 으로/JKB 예상/NNG 하/XSV ᆫ다/EF ./SF 
배__09/NNG	2/SN 위/NNB 이/VCP ᆫ/ETM 삼성/NNP SDI/SL 의/JKG 12/SN 억/NR 4300/SN 만/NR 원/NNB 보다/JKB 도/JX 3/SN 	배/NNG	가깝/VA ᆫ/ETM 금액/NNG 이/VCP 다/EF ./SF 
배__09/NNG	게다가/MAG 공모/NNG 는/JX 회사채/NNG 발행/NNG 수수료/NNG 의/JKG 10/SN 	배/NNG	이상/NNG 을/JKO 받/VV 을/ETM 수/NNB 있/VV 어/EC 마진/NNG 측면/NNG 에서/JKB 도/JX 유리/NNG 하/XSA 다/EF ./SF 
배__09/NNG	▽/SW 경춘국도/NNP 와/JKB 함께/MAG 발전/NNG 하/XSV ᆫ/ETM 남양주시/NNP =/SW 남북/NNP 으로/JKB 길/VA 게/EC 놓이/VV 어/EC 있/VX 는/ETM 남양주시/NNP 의/JKG 크기/NNG 는/JX 하남시/NNP 의/JKG 5/SN 	배/NNG	이상/NNG ./SF 
배__09/NNG	해찬들/NNP 은/JX 올해/NNG 수출/NNG 물량/NNG 을/JKO 지난해/NNG 보다/JKB 3/SN 	배/NNG	늘리/VV 어/EC 잡/VV 았/EP 다/EF ./SF 
배__09/NNG	올해/NNG 는/JX 1700/SN 억/NR 원/NNB 이/JKS 넘/VV 을/ETM 것/NNB 으로/JKB 보이/VV 어/EC 불과/MAG 4/SN 년/NNB 만/NNB 에/JKB 17/SN 	배/NNG	로/JKB 커지/VV 었/EP 다/EF ./SF 
배__09/NNG	수출/NNG 실적/NNG 은/JX 1999/SN 년/NNB 1/SN 억/NR 4000/SN 만/NR 달러/NNB 에서/JKB 지난해/NNG 에/JKB 는/JX 4/SN 억/NR 2000/SN 만/NR 달러/NNB 로/JKB 2/SN 년/NNB 만/NNB 에/JKB 3/SN 	배/NNG	로/JKB 늘어나/VV 았/EP 다/EF ./SF 
배__09/NNG	장내/NNG 에서/JKB 소리/NNG 없이/MAG LGEI/SL 의/JKG 주식/NNG 을/JKO 끌/VV 어/EC 모으/VV 자/EC 이번/NNG 투자/NNG 가/JKS 3/SN 년/NNB 만/NNB 에/JKB 3/SN 	배/NNG	의/JKG 수익/NNG 을/JKO 올리/VV ᆫ/ETM '/SS 제/XPN 2/SN 의/JKG 국민은행/NNP 투자/NNG '/SS 가/JKC 되/VV ᆯ/ETM 것/NNB 이/VCP ᆫ지/EC 에/JKB 관심/NNG 이/JKS 쏠리/VV 고/EC 있/VX 다/EF 
배__09/NNG	2003/SN 년/NNB 경/XSN 에/JKB 는/JX 생산량/NNG 을/JKO 현재/NNG 의/JKG 두/MM 	배/NNG	로/JKB 늘리/VV ᆯ/ETM 계획/NNG ./SF 
배__09/NNG	카메라/NNG 폰/NNG 의/JKG 4/SN 	배/NNG	줌/NNG 기능/NNG 을/JKO 강조/NNG 하/XSV 기/ETN 위하/VV 아/EC 이나영/NNP 이/JKS 차태현/NNP 을/JKO 끌/VV 어/EC 당기/VV 어/EC 오/VX 는/ETM 장면/NNG 이/JKS 인상/NNG 적/XSN 이/VCP 다/EF ./SF 
배__09/NNG	결과/NNG 는/JX 맞/VV 았/EP 고/EC 361/SN 	배/NNG	의/JKG 배당/NNG 률/XSN 로/JKB 축구/NNG 토토/NNP 역대/NNG 최고액/NNG 이/VCP ᆫ/ETM 1083/SN 만/NR 원/NNB 을/JKO 받/VV 았/EP 다/EF ./SF 
배__09/NNG	것/NNB 처럼/JKB 속이/VV 어/EC "/SS 신/XPN 약/NNG 개발/NNG 투자비/NNG 등/NNB 명목/NNG 으로/JKB 계좌/NNG 당/XSN 66/SN 만/NR 원/NNB 을/JKO 투자/NNG 하/XSV 면/EC 1/SN 년/NNB 뒤/NNG 3/SN 	배/NNG	이상/NNG 의/JKG 수익/NNG 을/JKO 보장/NNG 하/XSV ᆫ다/EC "/SS 이/VCP 며/EC 2/SN 만/NR 5700/SN 여/XSN 명/NNB 에게서/JKB 650/SN 억/NR 7000/SN 만/NR 원/NNB 을/JKO 받/VV 아/EC 가로채/VV 
배__09/NNG	인근/NNG 편의점/NNG 에서/JKB 일/NNG 하/XSV 는/ETM 김/NNP 모/NP 씨/NNB (/SS 24/SN )/SS 는/JX "/SS 당시/NNG 주류/NNG 매상/NNG 이/JKS 평소/NNG 보다/JKB 2/SN 3/SN 	배/NNG	나/JX 늘/VV 었/EP 다/EF "/SS 며/EC "/SS 엄청나/VA 게/EC 많/VA 은/ETM 손/NNG 님/XSN 들/XSN 을/JKO 상대/NNG 로/JKB 일일이/MAG 신분증/NNG 을/JKO 확인/NNG 하/XSV 기/ETN 는/JX 불/XPN 
배__09/NNG	축하/NNG 뒤풀이/NNG 때문/NNB 에/JKB 직장/NNG 마다/JX 지각/NNG 하/XSV 는/ETM 사람/NNG 이/JKS 속출/NNG 하/XSV 았/EP 고/EC 서울/NNP 강남구/NNP 삼성동/NNP A/SL 사우나/NNG 에/JKB 는/JX 평소/NNG 보다/JKB 2/SN 	배/NNG	나/JX 많/VA 은/ETM 60/SN 여/XSN 명/NNB 의/JKG 직장인/NNG 이/JKS 몰리/VV 어/EC 북새통/NNG 을/JKO 이루/VV 었/EP 다/EF ./SF 
배__09/NNG	▹/SW 베팅/NNG 을/JKO 적당/XR 하/XSA 게/EC 만/JX 하/VV 면/EC 경기/NNG 보/VV 는/ETM 재미/NNG 가/JKS 두/MM 	배/NNG	로/JKB 늘어나/VV ᆫ다/EF ./SF 
배__09/NNG	1992/SN 년/NNB 유럽/NNP 선수권/NNG 대회/NNG 결승전/NNG 에서/JKB 는/JX 덴마크/NNP 가/JKS 독일/NNP 을/JKO 꺾/VV 는/ETM 바람/NNB 에/JKB 돈/NNG 을/JKO 걸/VV ᆫ/ETM 사람/NNG 들/XSN 은/JX 100/SN 	배/NNG	가/JKS 넘/VV 는/ETM 대박/NNG 을/JKO 챙기/VV 었/EP 지만/EC 도박/NNG 회사/NNG 들/XSN 은/JX 낭패/NNG 를/JKO 보/VV 았/EP 다/EF ./SF 
배__09/NNG	평균/NNG 90/SN 년/NNB 이/JKS 걸리/VV 고/EC 여기/NP 에/JKB 필요/NNG 하/XSA ᆫ/ETM 자금/NNG 을/JKO 계산/NNG 하/XSV 아/EC 보/VX 면/EC 우리나라/NNG 전체/NNG 한/MM 해/NNG 예산/NNG 의/JKG 17/SN 	배/NNG	나/JX 되/VV ᆫ다는/ETM 결과/NNG 가/JKS 나오/VV 았/EP 다고/EC 하/VV ᆫ다/EF ./SF 
배__09/NNG	그래서/MAJ 헛/XPN 공약/NNG 에/JKB 홀리/VV 어/EC 표/NNG 를/JKO 던지/VV ᆫ/ETM 주민/NNG 들/XSN 은/JX 당선자/NNG 가/JKS 약속/NNG 을/JKO 지키/VV ᆯ/ETM 때/NNG 지금/NNG 보다/JKB 수십/NR 	배/NNG	많/VA 은/ETM 세금/NNG 을/JKO 내/VV 어야/EC 하/VX ᆫ다는/ETM 사실/NNG 은/JX 꿈/NNG 에/JKB 도/JX 생각/NNG 않/VV 는다/EF ./SF 
배__09/NNG	면서/EC "/SS 책/NNG 이/JKS 부족/NNG 하/XSA 아/EC 어려움/NNG 을/JKO 겪/VV 었/EP 는데/EC 성/NNP 회장/NNG 이/JKS 책/NNG 을/JKO 기증/NNG 하/XSV 아/EC 주/VX 어/EC 장서/NNG 가/JKS 두/MM 	배/NNG	로/JKB 늘어나/VV 는/ETM 등/NNB 많/VA 은/ETM 도움/NNG 을/JKO 받/VV 게/EC 되/VV 었/EP 다/EC "/SS 고/JKQ 말/NNG 하/XSV 았/EP 다/EF ./SF 
배__09/NNG	28/SN 일/NNB 한국/NNP 과/JC 일본/NNP 이/JKS 공동/NNG 개최/NNG 하/XSV ᆫ/ETM 이번/NNG 대회/NNG 에/JKB FIFA/SL 가/JKS 지출/NNG 하/XSV ᆫ/ETM 돈/NNG 은/JX 98/SN 프랑스/NNP 대회/NNG 의/JKG 두/MM 	배/NNG	이/VCP ᆫ/ETM 8/SN 억/NR 스위스/NNP 프랑/NNB 으로/JKB 가장/MAG 비용/NNG 이/JKS 많이/MAG 들/VV ᆫ/ETM 대회/NNG 로/JKB 기록/NNG 되/XSV 었/EP 다며/EC )/SS ./SF 
배__09/NNG	책/NNG 이/VCP ᆫ/ETM '/SS 2004/SN 년/NNB 정보/NNG 통신/NNG 수요/NNG 예측/NNG 총람/NNG '/SS (/SS 전자신문사/NNP )/SS 의/JKG 가격/NNG 이/JKS 20/SN 만/NR 원/NNB 이/VCP 니/EC 무려/MAG 400/SN 	배/NNG	차이/NNG 가/JKS 나/VV 는/ETM 셈/NNB ./SF 
배__09/NNG	접사/NNG 의/JKG 경우/NNG 에/JKB 는/JX 접미사/NNG 가/JKS 456/SN 개/NNB 로/JKB 접두사/NNG 200/SN 개/NNB 보다/JKB 2/SN 	배/NNG	이상/NNG 많/VA 았/EP 다/EF ./SF 
배__09/NNG	일반/NNG 적/XSN 이/VCP ᆫ/ETM 인터넷/NNG 동영상/NNG 의/JKG 6/SN 	배/NNG	에/JKB 달하/VV 는/ETM 화면/NNG 크기/NNG 에/JKB 도/JX 버퍼링/NNG 시간/NNG 이/JKS 짧/VA 고/EC 중간/NNG 에/JKB 끊어지/VV 는/ETM 일/NNG 이/JKS 거의/MAG 없/VA 다/EF ./SF 
